ID,Status Bancario,Duracion del Credito,Historial Crediticio,Proposito del Credito,Monto Solicitado,Ahorro,Antiguedad Empleo,Tasa de pago,Sexo y Estado Civil,Deudores o Avales,Tiempo de Residencia,Propiedad,Edad,Otros pagos,Alojamiento,Credito Otorgados,Tipo de Empleo,Personas Responsables,Telefono,Extranjero
655,no checking account,24,critical account,car (used),2346,... <100 DM,4<= ... < 7 years,4,single,none,3,"car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
656,... <0 DM,14,existing credits paid back duly till now,car (new),3973,... <100 DM,unemployed,1,single,none,4,unknown / no property,22,none,for free,1,skilled employee / official,1,none,yes
657,0 <= ... <200 DM,12,existing credits paid back duly till now,car (new),888,... <100 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",41,bank,own,1,unskilled - resident,2,none,yes
658,no checking account,48,existing credits paid back duly till now,radio/television,10222,unknown/ no savings account,4<= ... < 7 years,4,single,none,3,"car or other, not in attribute 6",37,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
659,0 <= ... <200 DM,30,no credits taken,business,4221,... <100 DM,1<= ... < 4 years,2,divorced/separated/married,none,1,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes
660,0 <= ... <200 DM,18,critical account,furniture/equipment,6361,... <100 DM,.. >= 7 years,2,single,none,1,unknown / no property,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
661,... >= 200 DM ,12,existing credits paid back duly till now,radio/television,1297,... <100 DM,1<= ... < 4 years,3,married/widowed,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes
662,... <0 DM,12,existing credits paid back duly till now,car (new),900,unknown/ no savings account,1<= ... < 4 years,4,married/widowed,none,2,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes
663,no checking account,21,existing credits paid back duly till now,furniture/equipment,2241,... <100 DM,.. >= 7 years,4,single,none,2,real estate,50,none,own,2,skilled employee / official,1,none,yes
664,0 <= ... <200 DM,6,delay in paying off in the past,furniture/equipment,1050,... <100 DM,unemployed,4,single,none,1,building society savings agreement,35,stores,own,2,management/ self-employed,1,"yes, registered under the customers name",yes
665,... >= 200 DM ,6,critical account,education,1047,... <100 DM,1<= ... < 4 years,2,divorced/separated/married,none,4,building society savings agreement,50,none,own,1,unskilled - resident,1,none,yes
666,no checking account,24,critical account,others,6314,... <100 DM,unemployed,4,single,co-applicant,2,unknown / no property,27,bank,own,2,management/ self-employed,1,"yes, registered under the customers name",yes
667,0 <= ... <200 DM,30,all credits at this bank paid back duly,furniture/equipment,3496,.. >= 1000 DM,1<= ... < 4 years,4,single,none,2,"car or other, not in attribute 6",34,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
668,no checking account,48,all credits at this bank paid back duly,business,3609,... <100 DM,1<= ... < 4 years,1,divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee / official,1,none,yes
669,... <0 DM,12,critical account,car (new),4843,... <100 DM,.. >= 7 years,3,single,co-applicant,4,building society savings agreement,43,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
670,... >= 200 DM ,30,critical account,radio/television,3017,... <100 DM,.. >= 7 years,4,single,none,4,building society savings agreement,47,none,own,1,skilled employee / official,1,none,yes
671,no checking account,24,critical account,business,4139,100 <= ... <500 DM,1<= ... < 4 years,3,single,none,3,building society savings agreement,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes
672,no checking account,36,existing credits paid back duly till now,business,5742,100 <= ... <500 DM,4<= ... < 7 years,2,single,none,2,"car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
673,no checking account,60,existing credits paid back duly till now,car (new),10366,... <100 DM,.. >= 7 years,2,single,none,4,building society savings agreement,42,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
674,no checking account,6,critical account,car (new),2080,500 <= ... < 1000 DM,1<= ... < 4 years,1,married/widowed,none,2,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes
675,no checking account,21,delay in paying off in the past,business,2580,500 <= ... < 1000 DM,... < 1 year,4,single,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes
676,no checking account,30,critical account,radio/television,4530,... <100 DM,4<= ... < 7 years,4,divorced/separated/married,none,4,"car or other, not in attribute 6",26,none,rent,1,management/ self-employed,1,"yes, registered under the customers name",yes
677,no checking account,24,critical account,furniture/equipment,5150,... <100 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
678,0 <= ... <200 DM,72,existing credits paid back duly till now,radio/television,5595,100 <= ... <500 DM,1<= ... < 4 years,2,married/widowed,none,2,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes
679,... <0 DM,24,existing credits paid back duly till now,radio/television,2384,... <100 DM,.. >= 7 years,4,single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes
680,no checking account,18,existing credits paid back duly till now,radio/television,1453,... <100 DM,... < 1 year,3,divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes
681,no checking account,6,existing credits paid back duly till now,education,1538,... <100 DM,... < 1 year,1,divorced/separated/married,none,2,unknown / no property,56,none,own,1,skilled employee / official,1,none,yes
682,no checking account,12,existing credits paid back duly till now,radio/television,2279,unknown/ no savings account,1<= ... < 4 years,4,single,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
683,no checking account,15,delay in paying off in the past,radio/television,1478,... <100 DM,1<= ... < 4 years,4,married/widowed,none,3,real estate,33,bank,own,2,skilled employee / official,1,none,yes
684,no checking account,24,critical account,radio/television,5103,... <100 DM,... < 1 year,3,married/widowed,none,3,unknown / no property,47,none,for free,3,skilled employee / official,1,"yes, registered under the customers name",yes
685,0 <= ... <200 DM,36,delay in paying off in the past,business,9857,100 <= ... <500 DM,4<= ... < 7 years,1,single,none,3,building society savings agreement,31,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes
686,no checking account,60,existing credits paid back duly till now,car (new),6527,unknown/ no savings account,1<= ... < 4 years,4,single,none,4,unknown / no property,34,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
687,... >= 200 DM ,10,critical account,radio/television,1347,unknown/ no savings account,4<= ... < 7 years,4,single,none,2,building society savings agreement,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
688,0 <= ... <200 DM,36,delay in paying off in the past,car (new),2862,100 <= ... <500 DM,.. >= 7 years,4,single,none,3,unknown / no property,30,none,for free,1,skilled employee / official,1,none,yes
689,no checking account,9,existing credits paid back duly till now,radio/television,2753,100 <= ... <500 DM,.. >= 7 years,3,single,co-applicant,4,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
690,... <0 DM,12,existing credits paid back duly till now,car (new),3651,.. >= 1000 DM,1<= ... < 4 years,1,single,none,3,building society savings agreement,31,none,own,1,skilled employee / official,2,none,yes
691,... <0 DM,15,critical account,furniture/equipment,975,... <100 DM,1<= ... < 4 years,2,divorced/separated,none,3,building society savings agreement,25,none,own,2,skilled employee / official,1,none,yes
692,0 <= ... <200 DM,15,existing credits paid back duly till now,repairs,2631,100 <= ... <500 DM,1<= ... < 4 years,3,divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes
693,0 <= ... <200 DM,24,existing credits paid back duly till now,radio/television,2896,100 <= ... <500 DM,... < 1 year,2,single,none,1,"car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes
694,... <0 DM,6,critical account,car (new),4716,unknown/ no savings account,... < 1 year,1,single,none,3,real estate,44,none,own,2,unskilled - resident,2,none,yes
695,no checking account,24,existing credits paid back duly till now,radio/television,2284,... <100 DM,4<= ... < 7 years,4,single,none,2,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
696,no checking account,6,existing credits paid back duly till now,car (used),1236,500 <= ... < 1000 DM,1<= ... < 4 years,2,single,none,4,building society savings agreement,50,none,rent,1,skilled employee / official,1,none,yes
697,0 <= ... <200 DM,12,existing credits paid back duly till now,radio/television,1103,... <100 DM,4<= ... < 7 years,4,single,guarantor,3,real estate,29,none,own,2,skilled employee / official,1,none,no
698,no checking account,12,critical account,car (new),926,... <100 DM,unemployed,1,divorced/separated/married,none,2,building society savings agreement,38,none,own,1,unemployed/ unskilled- non-resident,1,none,yes
699,no checking account,18,critical account,radio/television,1800,... <100 DM,1<= ... < 4 years,4,single,none,2,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,yes
700,... >= 200 DM ,15,existing credits paid back duly till now,education,1905,... <100 DM,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",40,none,rent,1,management/ self-employed,1,"yes, registered under the customers name",yes
701,no checking account,12,existing credits paid back duly till now,furniture/equipment,1123,500 <= ... < 1000 DM,1<= ... < 4 years,4,divorced/separated/married,none,4,"car or other, not in attribute 6",29,none,rent,1,unskilled - resident,1,none,yes
702,... <0 DM,48,critical account,car (used),6331,... <100 DM,.. >= 7 years,4,single,none,4,unknown / no property,46,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes
703,... >= 200 DM ,24,existing credits paid back duly till now,radio/television,1377,100 <= ... <500 DM,.. >= 7 years,4,divorced/separated/married,none,2,unknown / no property,47,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
704,0 <= ... <200 DM,30,delay in paying off in the past,business,2503,100 <= ... <500 DM,.. >= 7 years,4,single,none,2,building society savings agreement,41,stores,own,2,skilled employee / official,1,none,yes
705,0 <= ... <200 DM,27,existing credits paid back duly till now,business,2528,... <100 DM,... < 1 year,4,divorced/separated/married,none,1,building society savings agreement,32,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
706,no checking account,15,existing credits paid back duly till now,car (new),5324,500 <= ... < 1000 DM,.. >= 7 years,1,divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes
707,0 <= ... <200 DM,48,existing credits paid back duly till now,car (new),6560,100 <= ... <500 DM,4<= ... < 7 years,3,single,none,2,building society savings agreement,24,none,own,1,skilled employee / official,1,none,yes
